indicx,no_cidade
"33.15","Parnarama"
"73.13","Pirapozinho"
"25.70","José de Freitas"
"80.90","Três Corações"
"38.46","Cedral"
"40.24","General Carneiro"
"79.48","Alto Paraíso"
"67.27","Cataguases"
"90.90","Nicolau Vergueiro"
"61.86","Umbuzeiro"
"55.04","Cantagalo"
"70.00","Ibicaré"
"66.25","Belém"
"78.88","Sacramento"
"72.52","Morretes"
"81.11","Bueno Brandão"
"57.36","Bertioga"
"42.78","Fortaleza"
"78.08","Mineiros"
"59.03","Rio Piracicaba"
"56.37","Curiúva"
"86.33","Lapa"
"37.74","Mata de São João"
"52.06","Matina"
"73.13","Ibiraçu"
"57.71","Barra de São Francisco"
"71.20","Engenheiro Paulo de Frontin"
"47.50","Dormentes"
"56.92","Ponte Alta do Tocantins"
"94.44","Salvador das Missões"
"61.53","Rolador"
"95.78","Salto do Lontra"
"70.45","Novo Planalto"
"70.80","Serrana"
"83.20","Balneário Camboriú"
"32.55","Olho-d'Água do Borges"
"65.73","Alvinópolis"
"72.91","Catuípe"
"81.08","Sagrada Família"
"37.51","Pesqueira"
"41.29","Goiana"
"54.54","Turuçu"
"86.11","Araucária"
"71.42","Ribeirão do Sul"
"85.13","Taquarivaí"
"92.40","Urupês"
"85.71","Água Boa"
"57.21","Nova Olinda"
"58.83","Cariacica"
"47.36","Divino das Laranjeiras"
"47.33","Montanhas"
"74.31","Tapiraí"
"81.48","Lavínia"
"41.92","Maruim"
"77.77","São Sebastião da Amoreira"
"10.77","Colinas"
"67.81","Capelinha"
"83.51","Coqueiral"
"73.13","Caarapó"
"95.45","Dourado"
"26.37","Morro Cabeça no Tempo"
"89.36","Espírito Santo do Dourado"
"30.60","Água Azul do Norte"
"48.83","Mato Castelhano"
"58.75","Arraial do Cabo"
"83.33","Ribeira"
"44.04","Nossa Senhora das Dores"
"79.62","Salto Veloso"
"7.02","Viseu"
"85.45","Suzanápolis"
"38.46","Caraíbas"
"39.49","Itabaiana"
"60.45","Itaguaí"
"90.90","Gonçalves"
"49.67","Calçado"
"46.47","Mundo Novo"
"71.56","Nazareno"
"80.00","Águas de Lindóia"
"51.24","Reserva"
"21.46","Alexandria"
"72.41","Camacho"
"40.65","Miranorte"
"82.85","Carvalhos"
"37.89","Atalaia"
"51.65","São Benedito"
"76.35","São Domingos"
"76.47","Santa Rita do Pardo"
"84.95","Fátima do Sul"
"43.93","Bossoroca"
"60.29","Catanduvas"
"90.90","Araguainha"
"51.13","Paulista"
"81.39","Humaitá"
"91.96","Borrazópolis"
"50.71","Poté"
"84.78","Paranaíta"
"60.57","São Borja"
"56.66","Madre de Deus"
"87.30","Mamonas"
"72.16","Joinville"
"64.61","Vargem Bonita"
"83.87","Vargem"
"90.90","Ponte Branca"
"91.19","Americana"
"72.41","Martins Soares"
"83.06","Santiago"
"97.36","Nossa Senhora das Graças"
"54.70","Monteiro"
"29.66","Autazes"
"25.93","Malacacheta"
"95.91","Godoy Moreira"
"83.87","Fernandes Pinheiro"
"85.29","Muçum"
"52.63","Laguna"
"66.66","Carnaúba dos Dantas"
"27.55","Itambé"
"34.48","Milton Brandão"
"62.25","Potim"
"86.66","Catuti"
"93.93","Piumhi"
"78.94","Nova Guataporanga"
"73.41","São Joaquim da Barra"
"18.57","Camamu"
"98.92","Três de Maio"
"79.20","Parapuã"
"30.12","Cavalcante"
"61.36","Jacaraú"
"76.59","Colômbia"
"72.91","Campinas do Sul"
"53.33","Caldas Brandão"
"69.14","Guaíba"
"56.80","Aimorés"
"68.75","Taquaruçu do Sul"
"74.46","Caiuá"
"36.06","Almino Afonso"
"50.00","São Pedro dos Crentes"
"64.17","Canitar"
"76.08","Arenápolis"
"40.00","Timburi"
"76.57","Canarana"
"72.22","Araújos"
"43.03","Borborema"
"58.22","Treze de Maio"
"66.37","São José do Vale do Rio Preto"
"39.66","Miranda"
"78.78","Novo Brasil"
"87.50","Farol"
"88.76","Honório Serpa"
"65.09","Tupanciretã"
"80.04","Linhares"
"49.66","Pontes e Lacerda"
"100.00","Rubiácea"
"57.14","Flora Rica"
"71.69","São Thomé das Letras"
"38.28","Esperantina"
"95.77","Formosa do Oeste"
"70.52","Guimarânia"
"38.65","Monte Alegre de Goiás"
"40.82","Curitibanos"
"92.30","Grupiara"
"48.58","Irecê"
"92.59","Descalvado"
"27.87","Ubaíra"
"57.93","Sobrado"
"60.10","Jaguariaíva"
"49.24","Boa Vista"
"78.84","Jaguarão"
"26.02","Brejo Grande"
"52.72","Mesquita"
"45.45","Almas"
"92.41","Santa Izabel do Oeste"
"57.67","Monte Aprazível"
"37.50","Paes Landim"
"39.58","Jundiá"
"73.41","Ananás"
"34.21","Planalto"
"17.35","Santa Rita"
"50.00","Ourilândia do Norte"
"90.35","Teutônia"
"22.28","Trizidela do Vale"
"72.67","Rio Casca"
"87.66","Tenente Ananias"
"30.63","Jacaré dos Homens"
"72.92","Hidrolândia"
"54.08","Itaboraí"
"94.73","Ipê"
"31.66","São João da Canabrava"
"76.66","Nova Guarita"
"68.31","Engenheiro Navarro"
"53.69","Riacho dos Cavalos"
"54.90","Seropédica"
"69.50","Limoeiro do Norte"
"74.18","Belo Horizonte"
"80.76","São Patrício"
"59.01","Dionísio"
"87.38","Icém"
"82.71","Itaú de Minas"
"34.79","Jeremoabo"
"69.23","Salto do Céu"
"93.03","Loanda"
"46.77","Campo Redondo"
"75.00","Jesuânia"
"71.42","Jacutinga"
"74.31","Cambuí"
"42.02","Vicência"
"56.89","Pingo-d'Água"
"73.07","Centenário"
"81.57","Chiapetta"
"85.71","Silveira Martins"
"45.74","Juazeiro do Piauí"
"28.28","Campo Grande"
"96.72","Cerro Largo"
"41.49","São José da Laje"
"74.43","Rafard"
"39.56","Senador Guiomard"
"96.72","Ipupiara"
"23.66","Urucurituba"
"44.75","Belém de Maria"
"32.33","Santanópolis"
"81.11","Corumbaíba"
"75.22","Carira"
"52.59","Riacho das Almas"
"68.90","Pedro Leopoldo"
"80.16","Sarapuí"
"85.49","Matias Barbosa"
"57.69","Senador Modestino Gonçalves"
"8.54","Itupiranga"
"75.75","Jaquirana"
"78.24","Nova Hartz"
"73.07","Monções"
"100.00","Cotiporã"
"72.06","Santa Margarida"
"50.00","Primavera de Rondônia"
"42.85","Água Branca"
"16.45","Chapadinha"
"40.07","Anadia"
"13.99","Barreirinhas"
"82.32","Campo Bom"
"53.99","Acarape"
"75.53","Santa Terezinha"
"78.72","Dona Francisca"
"31.25","Aratuípe"
"18.04","Bonito"
"54.71","Barro Duro"
"70.61","Colorado do Oeste"
"19.18","Porto Grande"
"92.71","Tapera"
"85.11","Sobral"
"67.10","Agudo"
"62.26","Aricanduva"
"67.74","São Bento Abade"
"27.37","Tabatinga"
"80.74","Seberi"
"46.61","Curvelo"
"16.82","Maraú"
"65.31","Sete Quedas"
"68.68","São Vicente de Minas"
"72.05","Quinta do Sol"
"56.91","Boqueirão do Piauí"
"62.06","Mãe d'Água"
"89.47","Viçosa"
"13.84","Envira"
"61.81","Santo Antônio do Itambé"
"79.59","Barão de Cocais"
"58.17","Costa Marques"
"93.81","Campos de Júlio"
"85.13","Palmeiras de Goiás"
"53.45","São Mateus"
"39.89","Cortês"
"81.39","Entre Rios do Oeste"
"94.00","Pinheirinho do Vale"
"47.29","Bonfim do Piauí"
"75.00","Porto Barreiro"
"72.88","Segredo"
"84.02","Bento Gonçalves"
"75.28","Bom Repouso"
"41.86","Cujubim"
"55.38","Santa Ernestina"
"30.63","Ourém"
"83.89","Cruzeiro do Oeste"
"44.06","Banabuiú"
"66.66","Tesouro"
"43.13","Cumbe"
"92.85","Nova Bassano"
"73.33","Cerro Branco"
"59.03","Icapuí"
"49.52","Jaguarari"
"72.72","Ipira"
"92.74","Santa Isabel"
"48.48","Itueta"
"69.56","Áurea"
"46.61","Itainópolis"
"55.07","São João do Cariri"
"68.07","Pio IX"
"74.39","Datas"
"76.56","Bernardino Batista"
"56.70","Tracunhaém"
"25.96","Afrânio"
"37.50","São João do Tigre"
"11.36","Altamira do Maranhão"
"40.70","Mirante"
"27.97","Dom Pedro"
"90.81","Iperó"
"51.28","Conceição da Barra de Minas"
"73.91","Presidente Nereu"
"73.21","Guarabira"
"55.00","Piranhas"
"64.44","Serra da Raiz"
"63.24","Curral de Dentro"
"78.47","Cariré"
"54.90","Sarutaiá"
"96.55","Porto Lucena"
"80.60","Vassouras"
"45.07","Castro Alves"
"57.77","Glorinha"
"73.50","Crissiumal"
"85.85","Mantena"
"36.09","Ponto dos Volantes"
"77.86","São Pedro"
"48.08","Luís Eduardo Magalhães"
"70.63","Cajati"
"64.00","Fortuna de Minas"
"56.57","Santana da Boa Vista"
"79.48","Guanhães"
"40.45","Colméia"
"71.28","General Carneiro"
"100.00","Formoso"
"50.00","Bernardo Sayão"
"85.71","Santa Rosa de Goiás"
"54.54","Argirita"
"61.51","Ituporanga"
"54.77","Puxinanã"
"81.66","Fênix"
"63.46","Perolândia"
"89.93","Itatiba"
"15.38","Bom Princípio do Piauí"
"72.00","Campos do Jordão"
"95.83","Douradoquara"
"57.20","Monte Negro"
"79.92","Barro"
"54.54","Quixabá"
"52.95","Jaíba"
"53.93","Feira Nova"
"73.33","Vicente Dutra"
"37.29","Mucajaí"
"50.59","Barro Alto"
"88.88","Capão do Cipó"
"49.70","Castelo do Piauí"
"56.61","Santana do Manhuaçu"
"82.96","Birigui"
"67.69","Itaiópolis"
"57.01","Correntina"
"75.84","Itaberá"
"75.96","Madalena"
"89.29","Cláudio"
"63.29","São Domingos das Dores"
"40.00","Olho d'Água"
"66.28","Quixeramobim"
"12.72","Governador Archer"
"38.36","Pitimbu"
"29.19","Coaraci"
"35.17","Piritiba"
"21.30","Garrafão do Norte"
"79.16","Ribeirãozinho"
"69.85","Portalegre"
"43.61","São José do Campestre"
"26.15","Monteirópolis"
"95.00","Prado Ferreira"
"95.74","Bom Jesus do Sul"
"38.01","Morpará"
"85.00","Rio Doce"
"63.85","Encanto"
"88.88","Lagoa da Prata"
"50.00","Alto do Rodrigues"
"68.86","Oliveira"
"51.73","Buíque"
"63.33","Paraipaba"
"50.00","Passagem"
"58.13","Entre Rios"
"23.11","Betânia"
"53.28","Marcolândia"
"88.75","Faxinal dos Guedes"
"59.61","Carneirinho"
"13.47","Amaturá"
"66.59","Paracuru"
"62.35","São Miguel do Tapuio"
"61.59","Jacutinga"
"90.62","São Pedro da Serra"
"28.94","Ribeira do Pombal"
"76.43","Tambaú"
"45.37","Pedrinhas"
"81.62","Jussara"
"65.64","Jaborandi"
"55.72","Piratini"
"27.60","Floresta Azul"
"59.37","Guaíra"
"54.12","Belém do Brejo do Cruz"
"70.93","São Carlos do Ivaí"
"48.58","Campos Novos"
"84.61","Santana de Cataguases"
"52.45","Lagoa dos Gatos"
"33.57","Santa Brígida"
"62.85","Córrego Novo"
"70.17","Nova Independência"
"80.12","Quitandinha"
"47.10","São João das Missões"
"68.36","Rio Maria"
"53.12","Francisco Santos"
"74.02","Mercedes"
"88.88","Guabiju"
"10.93","Marajá do Sena"
"60.29","Porto Alegre do Norte"
"67.44","Morro Reuter"
"53.48","São Félix de Minas"
"47.82","Malhada de Pedras"
"55.10","Vera Mendes"
"10.23","Eldorado do Carajás"
"94.73","Monte Belo do Sul"
"71.77","Junco do Seridó"
"84.50","Cambará do Sul"
"41.01","Redentora"
"24.24","Heliópolis"
"69.84","Pradópolis"
"43.20","Rio Branco"
"63.46","Serrinha dos Pintos"
"52.70","Bom Jesus"
"53.05","Mesquita"
"91.83","Iraceminha"
"71.42","Fortim"
"19.07","Mâncio Lima"
"42.01","Bonito de Minas"
"54.66","Xinguara"
"43.39","Contendas do Sincorá"
"27.91","Carnaubeira da Penha"
"61.90","São José dos Quatro Marcos"
"84.78","Lagoinha"
"71.05","Estrela Velha"
"71.17","Rondonópolis"
"92.59","Santa Cruz de Monte Castelo"
"65.90","Santa Cruz dos Milagres"
"30.81","Olivença"
"94.42","Álvares Machado"
"78.37","Belmiro Braga"
"95.45","Alegria"
"92.68","Pindorama"
"59.40","Itapaci"
"60.93","Ouro Fino"
"91.30","Veranópolis"
"42.63","Jequié"
"85.27","Euclides da Cunha Paulista"
"65.13","Igarapava"
"76.63","Vila Pavão"
"68.94","Ibicuitinga"
"77.72","Aripuanã"
"67.39","Bodó"
"84.97","Ourinhos"
"46.26","Malhada"
"36.26","Brasilândia"
"75.91","Santo Antônio do Sudoeste"
"41.93","Vertentes"
"69.76","Redenção da Serra"
"74.70","São João da Barra"
"51.65","Tanque Novo"
"56.48","Santa Cruz de Minas"
"73.60","Cachoeira Paulista"
"93.33","Paulo Frontin"
"47.12","Martinópole"
"76.53","Santa Leopoldina"
"60.00","Rio Rufino"
"24.18","Aurelino Leal"
"67.90","Piquet Carneiro"
"62.33","Esteio"
"25.27","Carutapera"
"30.30","Currais"
"51.06","Pedro Gomes"
"44.36","Vargem Alta"
"50.20","Saloá"
"66.06","Cabeceiras do Piauí"
"65.26","Pavão"
"78.81","Palmital"
"59.52","Emas"
"75.22","Ponte Nova"
"34.59","Pedro Velho"
"85.17","Antonina"
"83.44","Farias Brito"
"72.00","Barra Funda"
"27.14","São Caetano de Odivelas"
"9.03","Boa Vista do Gurupi"
"47.54","Deodápolis"
"77.42","Diadema"
"67.17","Potengi"
"73.07","Santa Rosa de Lima"
"54.71","São José do Divino"
"51.02","Presidente Kennedy"
"64.89","Serra Negra do Norte"
"82.17","Rodeio"
"72.56","Buritis"
"58.13","Dom Pedrito"
"53.84","Lagoa Santa"
"50.61","Boa Ventura"
"23.94","Gentio do Ouro"
"76.82","São Sebastião do Caí"
"70.00","Piên"
"83.72","Riqueza"
"49.43","Tacaratu"
"59.18","Lajedão"
"66.03","Cumaru"
"63.04","Santa Fé de Minas"
"63.91","Vale do Paraíso"
"23.30","Brejinho"
"48.60","Brasil Novo"
"63.79","Xangri-lá"
"83.43","Marmeleiro"
"65.72","Campina Grande do Sul"
"25.04","Curralinho"
"29.33","Coronel Sapucaia"
"79.16","Floraí"
"52.38","Dezesseis de Novembro"
"52.07","Jaboatão dos Guararapes"
"24.07","José Gonçalves de Minas"
"68.94","Ivinhema"
"35.47","Manaus"
"55.21","Caracol"
"43.35","Palmeiras"
"92.68","Bambuí"
"71.10","Mimoso do Sul"
"93.10","Nova Ramada"
"22.70","Terra Alta"
"81.08","São Francisco do Oeste"
"83.33","Pedrinhas Paulista"
"82.85","Barão de Antonina"
"55.91","Lagoa de Itaenga"
"61.11","Amaralina"
"62.27","Patu"
"61.40","São Bento"
"77.87","Américo Brasiliense"
"29.00","Rolim de Moura"
"33.05","Bom Jesus do Tocantins"
"96.66","Belmonte"
"74.19","Vila Nova do Piauí"
"46.87","Pontal do Araguaia"
"30.23","Sambaíba"
"71.42","Gramado Xavier"
"65.62","Minaçu"
"75.98","Telêmaco Borba"
"67.34","Areias"
"67.56","Quilombo"
"27.15","Amarante"
"55.94","Barbacena"
"81.42","Antônio Olinto"
"68.60","Ibirarema"
"100.00","Lagoa dos Três Cantos"
"54.92","Sertânia"
"27.88","Boquim"
"40.54","Santa Terezinha do Tocantins"
"82.35","Buriti de Goiás"
"56.70","Monsenhor Tabosa"
"65.10","Bom Jardim"
"91.89","Cafeara"
"10.67","Nova Redenção"
"58.35","Cristalina"
"87.39","Luiziana"
"68.18","Ribeirão dos Índios"
"31.39","Estrela de Alagoas"
"75.36","São Pedro dos Ferros"
"37.53","Mutum"
"73.20","Casa Branca"
"34.63","Alenquer"
"50.00","Sítio d'Abadia"
"38.57","Cachoeira dos Índios"
"26.72","Encruzilhada"
"69.77","Conselheiro Lafaiete"
"40.62","Curralinhos"
"82.95","Guiricema"
"38.39","São Sebastião do Maranhão"
"61.55","Lages"
"14.28","Bom Jesus das Selvas"
"76.66","Campos Verdes"
"55.44","Mariana"
"31.14","Arauá"
"59.43","Reserva do Iguaçu"
"61.34","Boa Hora"
"86.27","Braga"
"83.62","Pacaembu"
"39.28","Rondolândia"
"74.19","Jenipapo de Minas"
"87.69","Quatá"
"21.62","Prata do Piauí"
"93.54","Paim Filho"
"75.00","Balbinos"
"56.00","Bom Jardim da Serra"
"68.75","Tarabai"
"68.83","Botelhos"
"61.42","Nova União"
"58.97","Conquista D'Oeste"
"61.29","São Geraldo"
"24.82","Ponto Novo"
"45.83","Tupirama"
"71.16","Taquaritinga"
"41.39","Anori"
"80.80","Iretama"
"62.06","Hidrolina"
"16.30","Caxias"
"29.83","Iguaí"
"52.37","Quixadá"
"25.41","Jaguaripe"
"75.68","Capivari de Baixo"
"84.29","Primavera do Leste"
"33.92","Tremedal"
"61.70","Viçosa"
"87.74","Videira"
"57.19","Xanxerê"
"58.69","Jaguaraçu"
"49.55","Surubim"
"92.25","Vilhena"
"73.65","Marechal Floriano"
"34.80","Loreto"
"26.73","Itabaianinha"
"80.64","Pedralva"
"39.02","São José dos Ramos"
"42.85","Nova Roma"
"88.54","Constantina"
"60.71","Nuporanga"
"49.29","Remígio"
"43.93","Axixá"
"55.43","Colatina"
"63.33","Avelinópolis"
"15.78","Painel"
"26.59","Miguel Alves"
"82.86","Guaratinguetá"
"52.38","Doutor Severiano"
"58.55","Paulo de Faria"
"84.48","Charrua"
"41.10","Forquilhinha"
"65.36","Pinhão"
"64.70","Camargo"
"17.06","Assis Brasil"
"47.85","Canindé"
"47.47","São Raimundo Nonato"
"63.27","Conceição da Barra"
"83.33","Sapezal"
"48.33","Prata"
"61.15","Turvo"
"75.95","Nova Venécia"
"45.71","Pedra Branca"
"55.78","Juscimeira"
"20.51","Gavião"
"42.48","Cocos"
"40.74","Parari"
"25.58","Ipixuna do Pará"
"88.05","Cajuru"
"93.47","Pejuçara"
"48.43","Alexânia"
"83.65","Barra Mansa"
"36.84","Lagoa do Piauí"
"81.65","Engenheiro Beltrão"
"47.30","Tibau do Sul"
"73.06","Taiobeiras"
"76.82","Carmo da Cachoeira"
"80.88","Guapiara"
"18.91","São Francisco do Piauí"
"82.45","Chuvisca"
"60.92","São Sebastião de Lagoa de Roça"
"58.82","São Pedro das Missões"
"59.52","Papagaios"
"39.23","Mulungu"
"44.18","Porto Alegre do Tocantins"
"53.75","Abatiá"
"26.31","Cairu"
"56.87","Ivaí"
"39.92","Imperatriz"
"51.07","Ibotirama"
"14.59","Mazagão"
"50.61","Salesópolis"
"82.42","Maringá"
"43.96","Padre Bernardo"
"55.00","Jequitibá"
"60.29","Rio de Contas"
"80.00","Maximiliano de Almeida"
"16.90","Recursolândia"
"69.63","Chapadão do Sul"
"82.33","Pombal"
"28.50","Tapauá"
"87.17","Monte Azul"
"49.52","Acaraú"
"30.76","Paulistânia"
"71.42","Motuca"
"22.42","Paulo Ramos"
"76.19","Claro dos Poções"
"58.47","Icaraí de Minas"
"35.54","Serrita"
"44.26","Nova Santa Rita"
"60.94","Valparaíso de Goiás"
"70.80","Guarujá"
"70.53","Cachoeirinha"
"40.47","Choró"
"80.00","Cruzmaltina"
"27.79","Gameleira"
"77.67","Arroio do Meio"
"55.07","Araranguá"
"15.51","Marechal Thaumaturgo"
"74.28","Quartel Geral"
"65.60","Chã de Alegria"
"50.38","Tuntum"
"83.09","Cardoso Moreira"
"54.54","Nova Módica"
"94.28","Água Santa"
"68.70","Matipó"
"62.37","Seringueiras"
"54.78","Bela Vista de Minas"
"25.13","Boa Viagem"
"59.48","Barra do Mendes"
"74.07","Entre Rios do Sul"
"32.53","Abaetetuba"
"51.33","São Miguel das Matas"
"75.70","Cássia"
"80.00","Piratuba"
"75.30","Coimbra"
"66.03","Funilândia"
"55.07","Anicuns"
"65.64","Sapucaia do Sul"
"75.00","Cruzeiro do Iguaçu"
"24.94","Santa Maria do Pará"
"50.34","Baía da Traição"
"42.89","Taquarana"
"53.51","Parnamirim"
"52.17","Governador Lindenberg"
"62.43","Sombrio"
"40.54","Batalha"
"82.86","Santana de Parnaíba"
"94.36","Capitólio"
"68.08","Santa Rosa do Sul"
"88.77","Campo do Tenente"
"87.09","Esperança do Sul"
"56.12","Rio Real"
"74.63","Tupã"
"70.34","Duartina"
"66.39","Brotas de Macaúbas"
"21.06","Miranda do Norte"
"88.37","Pontão"
"45.45","Imaruí"
"69.04","Camanducaia"
"91.30","Tunápolis"
"70.09","Bagé"
"75.45","Cruzeiro do Sul"
"70.58","Taquarussu"
"87.59","Santa Lúcia"
"1.41","Conceição do Lago-Açu"
"67.07","Esmeraldas"
"78.34","Senador Pompeu"
"28.12","Ribeirão do Largo"
"89.74","Cromínia"
"34.46","Boa Nova"
"46.26","Barrolândia"
"29.29","Alvorada do Gurguéia"
"56.25","Marcos Parente"
"29.00","Santa Maria Madalena"
"79.83","Pitanga"
"95.65","São Manoel do Paraná"
"86.20","Sem-Peixe"
"29.55","Santana"
"35.00","Diamante"
"83.66","Areiópolis"
"72.72","Três Barras do Paraná"
"80.90","Quedas do Iguaçu"
"48.62","Conde"
"92.85","Pinhal"
"82.92","São Domingos"
"35.98","Morro da Fumaça"
"56.41","Barcelona"
"36.00","Granja"
"92.30","Rolândia"
"67.39","Magda"
"92.30","Protásio Alves"
"36.52","Guaraqueçaba"
"36.61","Itinga"
"45.94","Rosário do Catete"
"83.72","Nantes"
"82.10","Brumadinho"
"29.37","Maués"
"39.77","Canarana"
"90.47","Biquinhas"
"80.00","Tibagi"
"79.29","Serra Negra"
"21.06","Santa Luzia do Pará"
"49.01","Santo Antônio do Descoberto"
"55.30","Jatobá"
"55.00","Canabrava do Norte"
"80.00","Carmo do Paranaíba"
"51.06","Coronel José Dias"
"52.00","Chapada de Areia"
"68.96","Barra do Chapéu"
"70.37","Josenópolis"
"33.51","Carneiros"
"27.19","Governador Edison Lobão"
"16.18","Normandia"
"68.18","Sapopema"
"37.64","Ibipeba"
"31.28","Mirinzal"
"88.96","Ponta Grossa"
"93.33","Doutor Ricardo"
"74.57","Jaguapitã"
"50.45","Sapé"
"35.37","Melgaço"
"83.13","Santa Cruz do Sul"
"59.74","Santana do Paraíso"
"35.32","Simplício Mendes"
"38.04","Silves"
"27.56","Amapá do Maranhão"
"54.34","Ponte Alta do Norte"
"18.91","América Dourada"
"38.33","Marilac"
"97.09","São José do Rio Claro"
"57.84","Salgueiro"
"34.31","Teofilândia"
"41.37","Guaratuba"
"82.55","São João da Boa Vista"
"94.44","Santa Maria do Herval"
"53.40","Araruna"
"64.38","Ouro Branco"
"23.24","Conde"
"78.78","Bela Vista de Goiás"
"77.23","Ventania"
"61.22","Riachinho"
"35.81","Manari"
"15.03","Açu"
"37.50","Lagoa do Tocantins"
"42.70","Salgadinho"
"75.00","Caturité"
"90.84","Pirapetinga"
"46.47","Buenos Aires"
"35.40","Taquaritinga do Norte"
"67.50","Aroazes"
"62.50","Capão Alto"
"81.81","Vista Gaúcha"
"22.74","Codajás"
"77.77","Águas de São Pedro"
"50.30","Espigão D'Oeste"
"35.50","São Miguel do Tocantins"
"75.00","Santo Antônio do Leste"
"88.20","Ribeirão Bonito"
"76.56","São João do Sul"
"30.26","Tobias Barreto"
"40.49","Xambioá"
"61.22","Pilar"
"53.69","Sanharó"
"76.56","Indianópolis"
"25.98","Umbaúba"
"64.70","Catolé do Rocha"
"79.57","Estrela"
"82.00","Vila Rica"
"79.64","Deputado Irapuan Pinheiro"
"72.22","Estrela do Norte"
"32.14","Santa Maria das Barreiras"
"30.00","José Boiteux"
"77.08","Acaiaca"
"64.88","Alvorada"
"35.57","Buriti dos Montes"
"94.11","Rio Bom"
"20.20","Caapiranga"
"82.06","Guararema"
"17.23","Santa Quitéria do Maranhão"
"9.52","São Félix do Tocantins"
"65.00","Rio de Janeiro"
"50.08","Bocaiúva"
"5.28","Chaves"
"87.69","Boracéia"
"75.58","Sertãozinho"
"73.21","Blumenau"
"40.93","Juripiranga"
"37.14","São Francisco do Sul"
"67.12","Goianésia"
"74.60","Francisco Badaró"
"42.16","Lavras do Sul"
"75.74","Ibirama"
"56.03","Triunfo"
"61.53","Dona Emma"
"46.05","Santa Rita do Itueto"
"93.45","Maravilha"
"75.21","Quixelô"
"56.52","Santa Rita do Novo Destino"
"84.61","Armazém"
"27.36","Galiléia"
"69.47","São José do Belmonte"
"76.00","Pedra Preta"
"24.82","Brejo Grande do Araguaia"
"30.35","Morro do Chapéu"
"43.69","Itaqui"
"49.15","Piracanjuba"
"77.19","Divinópolis"
"55.38","Itatira"
"73.33","Bandeirantes"
"90.90","Sertão"
"92.79","São José do Rio Pardo"
"72.95","Hidrolândia"
"91.17","Romaria"
"54.80","Nossa Senhora do Livramento"
"27.38","São Sebastião da Boa Vista"
"50.56","Itambacuri"
"27.69","Nova Brasilândia D'Oeste"
"54.62","Monte do Carmo"
"92.85","Nova Pádua"
"28.47","Soure"
"74.38","Igaratá"
"54.54","Morro Grande"
"94.44","Novo Machado"
"81.53","Vargem Grande do Rio Pardo"
"41.05","Balsas"
"41.86","Divinópolis de Goiás"
"70.43","Dois Vizinhos"
"59.45","Governador Celso Ramos"
"84.83","Santa Maria de Jetibá"
"77.85","Ilicínea"
"81.55","Tapejara"
"73.23","Sinimbu"
"69.28","Cruzeiro"
"57.83","Lassance"
"50.00","Monte Alegre dos Campos"
"17.28","Buriti Bravo"
"73.93","São Jerônimo da Serra"
"68.50","Candiota"
"31.70","Rio Preto da Eva"
"63.95","Cerro Corá"
"52.54","Conceição do Mato Dentro"
"52.02","Juru"
"60.89","Salinas"
"48.73","Humaitá"
"86.16","Nova Russas"
"56.52","Brejinho de Nazaré"
"70.58","São Sebastião do Rio Preto"
"85.39","Visconde do Rio Branco"
"49.60","Macuco"
"73.68","Eugênio de Castro"
"28.57","Abel Figueiredo"
"79.22","Heliodora"
"72.56","Uruana"
"70.05","Promissão"
"37.50","Augusto Severo"
"57.43","Catu"
"52.60","Nazaré da Mata"
"66.91","Herval d'Oeste"
"16.19","Itacajá"
"84.54","Clementina"
"56.44","Sítio do Quinto"
"89.47","Cássia dos Coqueiros"
"76.19","Santa Clara d'Oeste"
"34.05","Bujari"
"57.75","General Sampaio"
"100.00","União da Serra"
"43.20","São José do Calçado"
"41.98","Cruz das Almas"
"94.33","Mariápolis"
"84.41","Delfinópolis"
"38.50","Santa Cruz"
"66.66","Porto Amazonas"
"68.57","São Domingos do Norte"
"36.53","Nova Cruz"
"70.38","Ocara"
"54.16","Urussanga"
"75.65","Cachoeira Dourada"
"72.28","Caldas Novas"
"88.42","Pimenta"
"70.99","Eldorado do Sul"
"83.45","Caçu"
"88.88","Campos Borges"
"83.33","Alto Alegre"
"22.36","São José do Egito"
"63.91","Goiás"
"37.97","Vitória da Conquista"
"44.26","Guia Lopes da Laguna"
"34.01","Paramoti"
"29.56","Campo Largo do Piauí"
"90.85","Itirapina"
"10.70","Tarauacá"
"56.89","Presidente Kubitschek"
"39.73","Manoel Vitorino"
"75.51","Jambeiro"
"95.65","São Sebastião do Rio Verde"
"67.34","Corumbataí"
"43.71","Andorinha"
"60.97","Cachoeiras de Macacu"
"50.00","Itambé"
"96.07","Santa Albertina"
"50.81","Chapada da Natividade"
"66.41","Triunfo"
"92.92","Francisco Beltrão"
"29.85","Coroatá"
"77.27","São Vicente Ferrer"
"100.00","Dom Pedro de Alcântara"
"69.01","Guariba"
"33.72","Nova Fátima"
"25.00","Matões"
"49.27","São Valério"
"72.13","Canas"
"48.07","Mercês"
"68.62","Candeias"
"94.73","Arapuã"
"41.87","Ilha das Flores"
"70.67","Rialma"
"15.01","Uruçuca"
"28.05","Tucumã"
"68.27","São Domingos do Prata"
"19.79","Matias Olímpio"
"86.52","Jaguariúna"
"69.55","Eusébio"
"83.82","Santo Inácio"
"37.14","Telha"
"53.65","Nova Rosalândia"
"90.76","Vera"
"62.50","São João do Sabugi"
"90.24","Modelo"
"96.42","Novo Itacolomi"
"87.05","Orós"
"56.52","Capela Nova"
